date,nsa_mfg_ship_c,nsa_mfg_new_orders_c,nsa_mfg_bk_logs_c,nsa_mfg_cap_util_c,nsa_mfg_vend_lead_c,nsa_mfg_emp_c,nsa_mfg_workwk_c,nsa_mfg_wage_c,nsa_mfg_fd_gds_inv_c,nsa_mfg_raw_mats_inv_c,nsa_mfg_pct_chg_prcs_recd_c,nsa_mfg_pct_chg_prcs_pd_c,sa_mfg_composite,sa_mfg_ship_c,sa_mfg_new_orders_c,sa_mfg_bk_logs_c,sa_mfg_cap_util_c,sa_mfg_vend_lead_c,sa_mfg_emp_c,sa_mfg_workwk_c,sa_mfg_wage_c,sa_mfg_fd_gds_inv_c,sa_mfg_raw_mats_inv_c,sa_mfg_pct_chg_prcs_recd_c,sa_mfg_pct_chg_prcs_pd_c,nsa_mfg_ship_e,nsa_mfg_new_orders_e,nsa_mfg_bk_logs_e,nsa_mfg_cap_util_e,nsa_mfg_vend_lead_e,nsa_mfg_emp_e,nsa_mfg_workwk_e,nsa_mfg_wage_e,nsa_mfg_capital_expnd_e,nsa_mfg_pct_chg_prcs_recd_e,nsa_mfg_pct_chg_prcs_pd_e,sa_mfg_ship_e,sa_mfg_new_orders_e,sa_mfg_bk_logs_e,sa_mfg_cap_util_e,sa_mfg_vend_lead_e,sa_mfg_emp_e,sa_mfg_workwk_e,sa_mfg_wage_e,sa_mfg_capital_expnd_e,sa_mfg_pct_chg_prcs_recd_e,sa_mfg_pct_chg_prcs_pd_e,sa_mfg_local_bus_cond_c,sa_mfg_nec_skls_avail_e,sa_mfg_local_bus_cond_e,sa_mfg_nec_skls_avail_c,sa_mfg_equip_sftw_expnd_e,sa_mfg_bus_svcs_expnd_e,sa_mfg_equip_sftw_expnd_c,sa_mfg_capital_expnd_c,sa_mfg_bus_svcs_expnd_c,sa_mfg_fd_gds_inv_e,sa_mfg_raw_mats_inv_e,nsa_mfg_nec_skls_avail_e,nsa_mfg_equip_sftw_expnd_e,nsa_mfg_bus_svcs_expnd_e,nsa_mfg_local_bus_cond_c,nsa_mfg_nec_skls_avail_c,nsa_mfg_equip_sftw_expnd_c,nsa_mfg_local_bus_cond_e,nsa_mfg_capital_expnd_c,nsa_mfg_bus_svcs_expnd_c,nsa_mfg_fd_gds_inv_e,nsa_mfg_raw_mats_inv_e
6/1/01,-24,-32,-40,-26,-11,-26,-24,5,39,23,-1,1,-23,-19,-26,-35,-23,-12,-25,-16,2,40,20,-0,1,43,36,14,31,5,-10,17,23,1,1,1,41,36,14,27,4,-8,15,27,0,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-26,-15
7/1/01,9,-6,-27,2,-6,-21,-8,7,30,18,-0,1,0,17,-2,-24,4,-4,-19,-10,4,30,17,0,1,28,28,10,15,-2,-3,8,23,2,1,1,35,32,15,21,0,-2,11,29,3,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-9
8/1/01,-1,-4,-21,-9,-4,-15,2,7,34,19,0,0,-8,-6,-4,-20,-13,-4,-18,-3,7,34,18,0,1,27,25,17,14,0,-3,2,17,-9,0,1,35,32,20,20,1,-2,6,22,-4,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-16
9/1/01,-1,-4,-21,-9,-4,-15,2,7,34,19,0,0,-8,-4,-7,-22,-10,-4,-14,-1,7,34,18,0,0,27,25,17,14,0,-3,2,17,-9,0,1,36,33,22,23,2,0,10,21,-5,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-16
10/1/01,-12,-21,-29,-15,-3,-24,-8,6,42,19,-0,0,-15,-9,-14,-28,-10,-4,-23,-6,7,40,17,-1,-0,25,31,14,16,4,-17,0,27,1,1,1,34,38,17,21,6,-14,4,26,-1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-17
11/1/01,-19,-33,-36,-28,-3,-25,-17,0,44,22,-0,0,-26,-21,-33,-33,-23,-5,-22,-13,4,41,22,-0,0,40,43,24,26,-1,1,11,26,0,0,1,42,41,24,27,-1,4,14,24,0,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-27,-17
12/1/01,-29,-26,-25,-26,-8,-24,-20,5,37,22,0,0,-13,-11,-12,-16,-15,-5,-18,-11,9,36,21,1,1,49,51,36,41,7,1,22,46,16,1,1,46,48,30,36,6,2,16,37,13,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-11
1/1/02,0,3,-9,-2,2,-19,-2,2,18,10,0,1,-1,4,5,-9,-3,4,-15,-4,2,19,13,0,1,50,54,30,39,10,3,17,39,11,1,1,42,46,27,33,9,3,14,31,10,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,1
2/1/02,19,22,4,21,3,-13,3,10,20,19,1,1,7,13,16,-1,11,6,-12,1,9,21,20,0,1,64,64,40,46,13,11,24,44,15,1,1,57,62,39,39,14,9,20,41,11,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,-2
3/1/02,28,28,11,9,4,-2,5,7,19,12,0,1,10,14,17,4,4,2,-6,2,7,19,14,0,0,50,51,29,27,7,14,20,33,9,1,1,43,44,24,28,4,11,18,32,7,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-5
4/1/02,23,24,11,13,3,6,9,9,16,18,0,1,15,22,18,5,11,1,2,7,8,18,17,0,0,55,50,29,42,7,11,15,39,11,1,1,49,47,28,39,7,6,11,37,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5
5/1/02,12,6,-8,4,-4,-2,-4,7,15,11,0,1,4,11,6,-8,2,-5,-6,1,8,17,12,0,1,50,52,30,45,8,14,24,39,8,1,1,44,47,23,35,7,10,20,40,9,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-3,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-5
6/1/02,0,-5,-19,-1,1,-8,-12,9,31,17,0,0,1,5,2,-13,0,2,-6,-5,6,30,14,0,0,51,49,32,41,12,5,21,33,8,1,2,51,50,34,40,11,6,19,41,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-18
7/1/02,-10,-10,-15,-11,0,-7,-10,12,22,14,0,1,-3,0,-3,-11,-5,2,-6,-12,10,21,14,0,1,31,38,21,26,9,9,14,33,7,1,1,40,44,27,32,11,10,17,40,8,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-10
8/1/02,9,-3,-13,8,-3,0,8,3,18,16,0,1,-2,4,-6,-15,4,-1,-3,1,2,16,13,1,1,28,29,9,13,5,0,8,33,8,1,2,39,41,14,23,7,3,14,42,13,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-15
9/1/02,-8,-8,-19,-12,3,-9,-9,8,23,13,0,1,-9,-10,-8,-17,-12,3,-9,-11,7,23,14,0,1,29,33,17,23,3,-3,13,37,5,1,1,42,44,24,34,6,3,22,44,11,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-17
10/1/02,2,-9,-20,-12,-4,-10,-8,4,26,20,0,1,-4,0,-5,-19,-10,-4,-8,-6,5,23,17,-0,1,26,28,18,20,4,2,14,33,15,1,2,36,37,24,27,5,6,19,32,16,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-9
11/1/02,-1,1,-17,-16,4,-14,-13,4,30,18,0,0,1,6,4,-14,-7,3,-10,-7,9,26,16,0,1,32,33,24,33,5,3,12,46,14,1,1,36,34,26,35,8,4,17,42,15,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-22,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-30,-20
12/1/02,-12,-19,-29,-15,-1,-14,-9,5,26,17,-0,1,-6,1,-7,-19,-3,-1,-12,-1,7,27,17,0,1,44,49,29,33,9,5,22,47,14,1,1,38,42,23,26,6,6,14,39,10,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-8
1/1/03,4,8,-11,4,1,-16,0,5,19,8,0,1,2,4,11,-13,0,1,-14,-2,5,22,13,0,1,51,48,25,41,7,4,21,44,14,1,1,40,36,18,31,6,2,17,33,11,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-8
2/1/03,-4,-8,-22,1,1,-12,-7,5,31,14,0,1,-14,-11,-18,-27,-10,3,-10,-12,4,32,16,0,1,34,36,13,29,4,-1,12,36,6,1,2,25,32,11,22,3,-3,7,34,1,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-13
3/1/03,5,-4,-11,4,3,-8,0,5,30,13,-0,1,-13,-9,-17,-20,-3,0,-11,-5,4,30,15,-0,1,46,47,34,30,13,3,20,41,9,1,2,40,42,29,33,9,1,17,40,9,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-5
4/1/03,-4,-4,-23,-15,4,-13,-10,4,32,13,1,1,-13,-9,-12,-30,-19,1,-18,-15,3,35,14,0,1,50,45,29,36,5,6,25,39,11,1,1,43,41,27,32,4,-2,22,36,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-7
5/1/03,-15,-16,-23,-20,1,-13,-20,1,35,18,0,1,-19,-18,-21,-25,-24,0,-17,-19,0,35,18,-0,1,47,45,30,36,7,2,20,35,13,1,1,42,42,24,29,5,-1,18,36,14,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-25,-18
6/1/03,-7,-8,-21,-2,-1,-3,-2,11,29,21,0,1,1,1,2,-14,-2,-1,-2,4,9,28,19,0,1,42,38,18,29,8,-7,12,31,2,1,1,42,39,20,27,8,-6,11,37,4,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-19,-16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-20
7/1/03,-12,-18,-19,-12,-6,-14,-2,5,34,22,0,1,-11,-6,-14,-16,-7,-3,-13,-6,2,33,23,0,1,26,31,4,18,4,-9,-1,24,5,0,1,35,37,11,25,6,-9,4,31,6,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-20
8/1/03,-7,-6,-20,-12,-1,-12,-8,7,31,24,-0,1,-9,-9,-6,-19,-14,0,-14,-10,7,31,22,0,1,34,31,15,19,5,-6,8,26,2,0,1,42,40,18,27,7,-4,14,34,6,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-20,-16
9/1/03,-6,-6,-17,-13,0,-18,-8,10,26,21,-0,1,-9,-5,-6,-14,-10,1,-19,-9,10,26,20,0,1,23,29,12,12,6,-9,6,23,4,1,1,37,40,22,25,11,-2,17,30,9,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-18,-17
10/1/03,16,4,-4,5,12,-13,4,9,23,22,0,1,2,9,5,-5,6,11,-12,6,10,22,20,0,1,22,28,10,16,7,-13,-2,44,4,1,2,32,38,13,22,7,-10,1,40,2,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-21,-14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-23,-16
11/1/03,1,5,0,-1,9,-15,-7,5,24,15,1,1,2,6,7,1,3,8,-11,-3,10,21,13,1,2,38,37,18,26,5,6,9,45,13,1,2,42,39,20,30,7,9,14,43,16,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-11,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-11
12/1/03,-4,9,-3,-13,12,0,-4,8,27,11,1,2,14,10,24,6,3,12,3,5,12,27,11,1,2,43,37,21,36,12,0,19,49,15,1,2,36,32,15,26,10,1,10,40,9,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-4
1/1/04,13,6,4,11,8,-11,-2,14,21,12,1,2,5,14,7,-1,8,8,-9,-6,14,25,16,1,2,45,45,26,28,10,1,15,36,11,1,2,34,31,19,17,9,1,10,25,8,1,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,-1
2/1/04,23,29,5,19,15,2,19,12,23,2,2,3,13,14,20,5,10,14,3,10,12,24,4,2,3,39,31,11,18,10,2,10,38,23,3,4,28,26,8,12,7,0,3,35,14,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-5
3/1/04,46,44,23,32,16,7,26,17,16,7,2,3,27,37,34,18,31,14,5,24,16,15,10,2,3,32,34,20,10,15,7,14,39,25,2,4,25,28,15,11,11,5,10,37,24,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-6
4/1/04,23,28,21,24,23,5,20,13,10,-2,2,3,12,16,17,13,17,21,1,15,13,12,-3,2,3,32,33,12,17,13,12,6,45,18,2,4,27,30,10,13,13,5,2,42,18,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,1
5/1/04,20,17,6,18,17,10,5,7,16,2,1,2,17,21,19,5,20,17,8,8,6,15,3,0,2,31,29,17,20,17,8,6,39,17,3,3,25,26,9,12,15,5,3,41,20,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2,0
6/1/04,8,3,-8,6,16,1,-1,20,13,5,2,2,10,15,13,2,9,17,1,5,18,11,3,2,2,23,24,0,13,10,16,4,30,19,1,2,23,23,4,12,11,16,4,37,21,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,-3
7/1/04,-1,6,-5,-4,13,1,2,14,15,8,4,5,2,0,5,-6,-2,14,1,-2,11,15,7,4,5,22,25,8,13,6,8,-1,36,14,3,3,31,30,15,19,8,9,4,44,14,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-14
8/1/04,15,6,-3,7,21,-6,-3,13,15,8,1,2,9,23,10,0,7,23,-8,-3,12,14,5,1,3,14,15,1,8,8,4,-4,33,15,1,2,24,27,6,18,12,7,2,44,18,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-11
9/1/04,20,8,-8,10,13,2,-1,9,17,10,1,2,5,11,3,-10,6,13,-1,-6,10,17,10,1,2,19,20,3,7,8,-1,0,36,6,-0,1,32,31,12,19,12,3,10,42,12,0,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-3
10/1/04,15,5,-4,-4,11,-5,-5,8,19,15,3,4,3,8,3,-5,-4,10,-4,-2,8,18,12,2,4,31,39,15,16,16,-4,10,53,16,0,2,39,48,17,23,15,0,14,49,14,0,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-12
11/1/04,-10,-7,-15,-7,11,1,-7,5,24,10,2,2,0,-1,-1,-12,0,11,4,-2,10,23,9,2,3,30,32,5,9,5,-2,4,43,12,2,3,36,34,10,13,7,4,9,41,13,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-10
12/1/04,-4,-6,-11,-8,12,0,-7,11,18,14,0,1,5,5,6,-4,3,13,3,-1,15,19,15,1,2,42,36,20,32,12,2,18,48,19,1,2,37,31,16,23,11,2,11,40,16,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-4,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-2
1/1/05,-6,2,0,11,8,1,6,11,11,2,2,2,5,1,8,-2,10,9,4,5,12,14,6,1,2,41,42,18,24,10,8,13,48,18,2,2,29,29,9,14,9,8,7,37,15,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-5
2/1/05,21,11,-4,19,10,5,12,18,13,0,2,2,11,18,4,-5,11,13,11,9,17,14,1,2,2,41,36,13,31,11,9,14,39,15,2,2,30,29,10,23,11,7,7,35,11,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,1
3/1/05,20,16,-6,4,11,-4,-6,14,16,4,1,2,4,9,5,-11,0,10,-5,-9,12,15,6,1,2,39,33,14,23,14,3,9,35,15,1,2,33,26,10,24,10,-1,5,34,17,2,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-12,-10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-6
4/1/05,9,12,0,16,12,2,-1,18,14,12,1,2,2,4,1,-7,11,10,0,-5,17,14,12,1,1,28,28,11,21,13,11,11,40,12,1,2,25,25,8,18,11,5,7,36,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-2
5/1/05,17,12,-3,8,5,3,3,22,23,17,2,3,14,22,16,0,11,5,1,8,19,22,17,1,2,22,26,4,8,1,4,0,27,9,1,2,14,21,-4,0,-3,1,-4,29,12,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-13,-15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-17,-17
6/1/05,8,-6,-14,2,1,4,-6,12,25,19,1,1,3,8,-1,-11,-1,1,2,-4,10,23,18,1,1,31,33,18,16,5,6,6,28,11,1,2,33,35,21,18,6,4,7,35,15,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-15,-15
7/1/05,-7,-8,-24,-5,1,-12,-4,11,15,12,0,1,-10,-8,-10,-24,-4,0,-13,-7,7,16,12,1,2,25,29,10,17,10,1,7,25,19,1,3,30,31,14,21,11,0,11,32,18,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-10,-15
8/1/05,1,-2,-6,-3,3,4,-9,11,18,13,1,2,3,7,1,-6,-1,4,1,-9,11,16,12,1,2,34,37,20,23,4,14,8,26,14,2,3,42,45,22,29,7,15,13,33,14,3,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-8,-7
9/1/05,12,15,0,7,11,-1,6,9,15,9,2,3,2,2,7,-3,0,11,-6,0,8,15,8,3,4,19,17,5,10,2,6,-2,36,9,1,3,32,28,15,21,6,11,9,42,12,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-14
10/1/05,7,9,2,-1,20,6,-13,10,13,8,3,5,4,1,5,-2,-2,20,6,-13,11,12,5,3,5,17,11,8,7,1,1,9,49,28,3,5,27,24,11,15,1,7,13,46,27,3,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-7
11/1/05,0,-2,2,-6,14,-5,-4,6,13,8,4,5,2,5,4,7,0,13,-4,-1,11,13,9,4,6,21,20,13,20,7,0,8,41,9,1,2,26,20,18,26,8,6,14,38,10,1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-7,-8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-9,-9
12/1/05,-11,-12,-15,-7,3,-10,-16,9,13,9,0,3,-3,-2,-3,-8,3,5,-6,-10,13,14,8,1,3,40,36,20,33,5,12,22,44,14,1,3,38,34,18,27,6,15,17,37,11,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-5
1/1/06,-8,-7,-17,-7,5,-1,-9,9,3,11,1,2,6,8,7,-12,-1,7,2,-5,10,7,14,1,2,53,51,26,43,4,8,25,59,26,2,3,38,34,16,30,4,8,17,45,21,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,-3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,1
2/1/06,7,7,-17,-1,2,-12,0,15,9,12,2,3,1,6,2,-17,-6,6,-6,-2,14,10,13,1,3,57,57,26,39,9,17,24,48,33,1,3,45,48,23,31,8,15,17,43,29,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,5
3/1/06,28,23,0,19,11,10,-1,17,21,15,2,3,14,17,15,-2,15,8,10,-1,15,20,17,2,3,45,38,25,35,13,16,10,45,9,1,3,38,31,20,32,10,12,6,43,11,1,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,5
4/1/06,13,19,-5,5,5,4,-6,12,19,11,3,4,8,8,10,-10,-2,4,4,-9,11,18,11,2,3,40,32,16,26,9,17,7,42,25,2,3,39,31,15,25,6,12,4,40,26,2,3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,-6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,-4
5/1/06,-10,-7,-11,-11,10,2,-7,15,19,9,5,4,-4,-8,-4,-12,-7,8,2,-4,11,18,10,4,4,49,44,26,36,14,18,13,44,18,2,4,40,41,18,27,9,13,9,46,21,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1,-4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-6,-5
6/1/06,-5,-4,-14,-3,8,5,-8,15,15,6,2,3,-3,-8,-2,-10,-9,7,2,-6,12,13,4,3,4,33,32,14,30,7,14,11,32,26,2,4,36,32,18,32,9,13,11,40,31,2,4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6,5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,0
